Daily_Attendance_ID,Employee_ID,Attendance_Date,Attendance_Day,Start_Time,End_Time
9602,996,13-04-2023,Thursday,08:10,17:46
9603,996,16-04-2023,Sunday,07:57,15:53
9604,996,17-04-2023,Monday,08:18,15:12
9605,996,18-04-2023,Tuesday,09:01,15:14
9606,996,19-04-2023,Wednesday,09:49,15:38
9607,996,20-04-2023,Thursday,09:05,17:55
9608,996,23-04-2023,Sunday,08:37,16:26
9609,996,24-04-2023,Monday,09:24,17:25
9610,996,25-04-2023,Tuesday,08:49,16:50
9611,996,26-04-2023,Wednesday,08:16,17:04
9612,996,27-04-2023,Thursday,08:12,17:28
9613,704,01-03-2023,Wednesday,08:34,17:43
9614,704,02-03-2023,Thursday,08:02,16:48
9615,704,05-03-2023,Sunday,07:11,15:25
9616,704,06-03-2023,Monday,08:39,15:24
9617,704,07-03-2023,Tuesday,09:40,16:16
9618,704,08-03-2023,Wednesday,07:47,15:14
9619,704,09-03-2023,Thursday,08:05,15:08
9620,704,12-03-2023,Sunday,07:49,16:24
9621,704,13-03-2023,Monday,07:31,16:40
9622,704,14-03-2023,Tuesday,09:01,15:26
9623,704,15-03-2023,Wednesday,07:13,15:34
9624,704,16-03-2023,Thursday,07:49,17:35
9625,704,19-03-2023,Sunday,09:13,16:39
9626,704,20-03-2023,Monday,09:09,17:57
9627,704,21-03-2023,Tuesday,09:13,17:58
9628,704,22-03-2023,Wednesday,09:35,15:09
9629,704,23-03-2023,Thursday,08:21,16:06
9630,704,26-03-2023,Sunday,09:40,16:16
9631,704,27-03-2023,Monday,07:34,15:48
9632,704,28-03-2023,Tuesday,07:10,15:06
9633,704,29-03-2023,Wednesday,09:43,15:36
9634,704,30-03-2023,Thursday,09:54,16:47
9635,704,02-04-2023,Sunday,07:47,17:57
9636,704,03-04-2023,Monday,09:17,15:26
9637,704,04-04-2023,Tuesday,08:40,16:39
9638,704,05-04-2023,Wednesday,08:50,17:29
9639,704,06-04-2023,Thursday,09:40,16:43
9640,704,09-04-2023,Sunday,09:23,16:33
9641,704,10-04-2023,Monday,07:24,17:36
9642,704,11-04-2023,Tuesday,09:34,15:45
9643,704,12-04-2023,Wednesday,09:04,16:06
9644,704,13-04-2023,Thursday,09:07,15:38
9645,704,16-04-2023,Sunday,08:10,17:49
9646,704,17-04-2023,Monday,07:43,17:18
9647,704,18-04-2023,Tuesday,08:12,15:33
9648,704,19-04-2023,Wednesday,09:46,17:34
9649,704,20-04-2023,Thursday,08:02,16:15
9650,704,23-04-2023,Sunday,09:00,17:58
9651,704,24-04-2023,Monday,07:43,15:19
9652,704,25-04-2023,Tuesday,09:54,16:29
9653,704,26-04-2023,Wednesday,08:50,15:45
9654,704,27-04-2023,Thursday,09:18,17:21
9655,852,01-03-2023,Wednesday,09:36,16:09
9656,852,02-03-2023,Thursday,07:49,16:37
9657,852,05-03-2023,Sunday,08:21,15:57
9658,852,06-03-2023,Monday,07:14,16:58
9659,852,07-03-2023,Tuesday,08:07,15:29
9660,852,08-03-2023,Wednesday,07:13,15:35
9661,852,09-03-2023,Thursday,07:13,16:54
9662,852,12-03-2023,Sunday,08:59,16:10
9663,852,13-03-2023,Monday,09:12,16:29
9664,852,14-03-2023,Tuesday,07:23,15:04
9665,852,15-03-2023,Wednesday,09:08,15:02
9666,852,16-03-2023,Thursday,09:04,16:48
9667,852,19-03-2023,Sunday,08:08,17:15
9668,852,20-03-2023,Monday,07:19,16:22
9669,852,21-03-2023,Tuesday,08:52,15:54
9670,852,22-03-2023,Wednesday,07:40,16:04
9671,852,23-03-2023,Thursday,09:47,17:16
9672,852,26-03-2023,Sunday,09:41,17:10
9673,852,27-03-2023,Monday,08:30,15:34
9674,852,28-03-2023,Tuesday,09:54,17:00
9675,852,29-03-2023,Wednesday,07:34,16:16
9676,852,30-03-2023,Thursday,09:17,16:36
9677,852,02-04-2023,Sunday,07:46,15:28
9678,852,03-04-2023,Monday,07:03,17:14
9679,852,04-04-2023,Tuesday,08:05,15:04
9680,852,05-04-2023,Wednesday,08:19,17:36
9681,852,06-04-2023,Thursday,07:35,17:45
9682,852,09-04-2023,Sunday,09:40,16:07
9683,852,10-04-2023,Monday,07:16,15:37
9684,852,11-04-2023,Tuesday,07:13,17:04
9685,852,12-04-2023,Wednesday,09:46,17:18
9686,852,13-04-2023,Thursday,07:09,15:19
9687,852,16-04-2023,Sunday,09:49,17:44
9688,852,17-04-2023,Monday,08:27,15:50
9689,852,18-04-2023,Tuesday,07:58,16:32
9690,852,19-04-2023,Wednesday,08:45,17:46
9691,852,20-04-2023,Thursday,09:57,15:10
9692,852,23-04-2023,Sunday,09:45,15:23
9693,852,24-04-2023,Monday,09:16,17:17
9694,852,25-04-2023,Tuesday,07:32,16:05
9695,852,26-04-2023,Wednesday,07:15,16:16
9696,852,27-04-2023,Thursday,07:01,16:37
9697,262,01-03-2023,Wednesday,09:04,17:08
9698,262,02-03-2023,Thursday,07:55,17:52
9699,262,05-03-2023,Sunday,09:51,17:45
9700,262,06-03-2023,Monday,07:12,17:04
9701,262,07-03-2023,Tuesday,09:07,15:10
9702,262,08-03-2023,Wednesday,07:31,15:37
9703,262,09-03-2023,Thursday,08:12,17:15
9704,262,12-03-2023,Sunday,07:33,15:36
9705,262,13-03-2023,Monday,07:42,17:14
9706,262,14-03-2023,Tuesday,08:31,16:32
9707,262,15-03-2023,Wednesday,08:14,17:35
9708,262,16-03-2023,Thursday,08:13,16:45
9709,262,19-03-2023,Sunday,07:23,15:54
9710,262,20-03-2023,Monday,09:55,17:56
9711,262,21-03-2023,Tuesday,09:36,16:42
9712,262,22-03-2023,Wednesday,07:59,17:23
9713,262,23-03-2023,Thursday,09:16,16:58
9714,262,26-03-2023,Sunday,09:23,15:37
9715,262,27-03-2023,Monday,08:10,17:31
9716,262,28-03-2023,Tuesday,09:53,16:07
9717,262,29-03-2023,Wednesday,08:13,17:56
9718,262,30-03-2023,Thursday,08:15,16:34
9719,262,02-04-2023,Sunday,07:33,16:01
9720,262,03-04-2023,Monday,09:37,17:24
9721,262,04-04-2023,Tuesday,08:01,16:05
9722,262,05-04-2023,Wednesday,08:40,17:40
9723,262,06-04-2023,Thursday,08:51,15:41
9724,262,09-04-2023,Sunday,09:13,15:20
9725,262,10-04-2023,Monday,07:46,16:51
9726,262,11-04-2023,Tuesday,08:21,16:43
9727,262,12-04-2023,Wednesday,08:59,16:56
9728,262,13-04-2023,Thursday,09:15,16:58
9729,262,16-04-2023,Sunday,09:12,17:26
9730,262,17-04-2023,Monday,09:04,15:53
9731,262,18-04-2023,Tuesday,07:07,15:16
9732,262,19-04-2023,Wednesday,09:30,17:56
9733,262,20-04-2023,Thursday,09:15,15:10
9734,262,23-04-2023,Sunday,08:49,15:40
9735,262,24-04-2023,Monday,08:44,17:56
9736,262,25-04-2023,Tuesday,07:47,15:33
9737,262,26-04-2023,Wednesday,08:46,16:39
9738,262,27-04-2023,Thursday,09:07,17:04
9739,733,01-03-2023,Wednesday,07:23,15:30
9740,733,02-03-2023,Thursday,09:34,16:39
9741,733,05-03-2023,Sunday,09:32,15:13
9742,733,06-03-2023,Monday,08:06,15:03
9743,733,07-03-2023,Tuesday,07:28,15:53
9744,733,08-03-2023,Wednesday,07:06,15:01
9745,733,09-03-2023,Thursday,07:53,17:04
9746,733,12-03-2023,Sunday,08:08,17:13
9747,733,13-03-2023,Monday,09:38,17:41
9748,733,14-03-2023,Tuesday,09:03,15:48
9749,733,15-03-2023,Wednesday,08:07,17:23
9750,733,16-03-2023,Thursday,07:54,15:30
9751,733,19-03-2023,Sunday,09:09,17:05
9752,733,20-03-2023,Monday,09:48,16:13
9753,733,21-03-2023,Tuesday,07:00,15:44
9754,733,22-03-2023,Wednesday,08:40,17:20
9755,733,23-03-2023,Thursday,08:08,16:23
9756,733,26-03-2023,Sunday,07:56,16:19
9757,733,27-03-2023,Monday,08:49,16:46
9758,733,28-03-2023,Tuesday,08:28,16:17
9759,733,29-03-2023,Wednesday,08:07,15:04
9760,733,30-03-2023,Thursday,07:59,17:18
9761,733,02-04-2023,Sunday,08:53,17:35
9762,733,03-04-2023,Monday,07:55,16:06
9763,733,04-04-2023,Tuesday,08:21,15:42
9764,733,05-04-2023,Wednesday,08:09,16:10
9765,733,06-04-2023,Thursday,09:03,15:40
9766,733,09-04-2023,Sunday,09:46,17:36
9767,733,10-04-2023,Monday,07:56,16:34
9768,733,11-04-2023,Tuesday,07:35,15:54
9769,733,12-04-2023,Wednesday,08:17,17:22
9770,733,13-04-2023,Thursday,09:44,16:55
9771,733,16-04-2023,Sunday,09:16,15:45
9772,733,17-04-2023,Monday,07:50,15:11
9773,733,18-04-2023,Tuesday,09:39,15:29
9774,733,19-04-2023,Wednesday,07:59,16:39
9775,733,20-04-2023,Thursday,07:06,15:09
9776,733,23-04-2023,Sunday,08:04,17:02
9777,733,24-04-2023,Monday,09:51,16:23
9778,733,25-04-2023,Tuesday,09:10,16:37
9779,733,26-04-2023,Wednesday,07:00,15:22
9780,733,27-04-2023,Thursday,07:04,17:37
9781,384,01-03-2023,Wednesday,08:22,15:22
9782,384,02-03-2023,Thursday,09:45,16:53
9783,384,05-03-2023,Sunday,09:02,17:44
9784,384,06-03-2023,Monday,07:45,17:22
9785,384,07-03-2023,Tuesday,09:03,17:27
9786,384,08-03-2023,Wednesday,07:53,17:43
9787,384,09-03-2023,Thursday,09:58,15:36
9788,384,12-03-2023,Sunday,08:19,15:42
9789,384,13-03-2023,Monday,08:32,15:30
9790,384,14-03-2023,Tuesday,09:09,17:13
9791,384,15-03-2023,Wednesday,09:41,16:02
9792,384,16-03-2023,Thursday,08:11,15:16
9793,384,19-03-2023,Sunday,07:50,16:51
9794,384,20-03-2023,Monday,09:04,16:58
9795,384,21-03-2023,Tuesday,08:04,15:41
9796,384,22-03-2023,Wednesday,08:27,16:54
9797,384,23-03-2023,Thursday,08:33,15:30
9798,384,26-03-2023,Sunday,07:00,15:30
9799,384,27-03-2023,Monday,09:17,17:30
9800,384,28-03-2023,Tuesday,08:57,15:49
9801,384,29-03-2023,Wednesday,07:27,15:57
9802,384,30-03-2023,Thursday,08:17,16:15
9803,384,02-04-2023,Sunday,07:30,16:39
9804,384,03-04-2023,Monday,09:37,16:21
9805,384,04-04-2023,Tuesday,09:45,17:22
9806,384,05-04-2023,Wednesday,09:09,15:05
9807,384,06-04-2023,Thursday,07:52,16:21
9808,384,09-04-2023,Sunday,09:48,15:32
9809,384,10-04-2023,Monday,08:52,15:39
9810,384,11-04-2023,Tuesday,08:03,16:53
9811,384,12-04-2023,Wednesday,09:05,16:54
9812,384,13-04-2023,Thursday,09:06,16:36
9813,384,16-04-2023,Sunday,09:37,17:06
9814,384,17-04-2023,Monday,08:46,17:36
9815,384,18-04-2023,Tuesday,07:13,16:06
9816,384,19-04-2023,Wednesday,07:39,17:00
9817,384,20-04-2023,Thursday,07:34,16:37
9818,384,23-04-2023,Sunday,09:22,16:44
9819,384,24-04-2023,Monday,07:49,15:42
9820,384,25-04-2023,Tuesday,07:48,15:45
9821,384,26-04-2023,Wednesday,08:53,16:53
9822,384,27-04-2023,Thursday,09:38,15:49
9823,783,01-03-2023,Wednesday,08:25,16:00
9824,783,02-03-2023,Thursday,07:17,15:28
9825,783,05-03-2023,Sunday,08:32,15:23
9826,783,06-03-2023,Monday,08:09,15:24
9827,783,07-03-2023,Tuesday,07:02,15:42
9828,783,08-03-2023,Wednesday,08:03,15:43
9829,783,09-03-2023,Thursday,08:49,15:43
9830,783,12-03-2023,Sunday,08:12,17:51
9831,783,13-03-2023,Monday,09:45,17:52
9832,783,14-03-2023,Tuesday,09:52,15:03
9833,783,15-03-2023,Wednesday,07:31,16:23
9834,783,16-03-2023,Thursday,09:43,17:29
9835,783,19-03-2023,Sunday,08:16,15:58
9836,783,20-03-2023,Monday,08:32,16:43
9837,783,21-03-2023,Tuesday,07:26,17:27
9838,783,22-03-2023,Wednesday,08:25,16:31
9839,783,23-03-2023,Thursday,07:21,16:57
9840,783,26-03-2023,Sunday,07:56,17:04
9841,783,27-03-2023,Monday,09:40,16:55
9842,783,28-03-2023,Tuesday,07:51,16:30
9843,783,29-03-2023,Wednesday,07:28,16:46
9844,783,30-03-2023,Thursday,09:41,15:23
9845,783,02-04-2023,Sunday,07:26,15:42
9846,783,03-04-2023,Monday,09:44,15:32
9847,783,04-04-2023,Tuesday,09:44,16:38
9848,783,05-04-2023,Wednesday,08:51,15:56
9849,783,06-04-2023,Thursday,07:54,17:45
9850,783,09-04-2023,Sunday,09:48,16:44
9851,783,10-04-2023,Monday,09:43,16:51
9852,783,11-04-2023,Tuesday,09:40,17:38
9853,783,12-04-2023,Wednesday,08:04,17:49
9854,783,13-04-2023,Thursday,09:57,15:14
9855,783,16-04-2023,Sunday,07:33,16:44
9856,783,17-04-2023,Monday,08:26,17:37
9857,783,18-04-2023,Tuesday,07:19,16:50
9858,783,19-04-2023,Wednesday,09:35,16:14
9859,783,20-04-2023,Thursday,09:59,17:51
9860,783,23-04-2023,Sunday,08:42,15:30
9861,783,24-04-2023,Monday,09:27,16:08
9862,783,25-04-2023,Tuesday,07:19,17:44
9863,783,26-04-2023,Wednesday,09:29,15:02
9864,783,27-04-2023,Thursday,09:31,15:49
9865,199,01-03-2023,Wednesday,09:45,15:11
9866,199,02-03-2023,Thursday,09:14,15:21
9867,199,05-03-2023,Sunday,09:10,15:32
9868,199,06-03-2023,Monday,08:14,15:08
9869,199,07-03-2023,Tuesday,08:30,16:17
9870,199,08-03-2023,Wednesday,08:33,16:54
9871,199,09-03-2023,Thursday,09:40,17:15
9872,199,12-03-2023,Sunday,08:31,17:21
9873,199,13-03-2023,Monday,07:27,17:22
9874,199,14-03-2023,Tuesday,09:52,15:03
9875,199,15-03-2023,Wednesday,09:17,17:09
9876,199,16-03-2023,Thursday,07:25,16:32
9877,199,19-03-2023,Sunday,07:09,15:34
9878,199,20-03-2023,Monday,08:29,17:03
9879,199,21-03-2023,Tuesday,08:37,15:59
9880,199,22-03-2023,Wednesday,07:44,17:59
9881,199,23-03-2023,Thursday,07:33,17:44
9882,199,26-03-2023,Sunday,08:42,16:45
9883,199,27-03-2023,Monday,07:59,16:32
9884,199,28-03-2023,Tuesday,08:03,16:41
9885,199,29-03-2023,Wednesday,08:17,17:20
9886,199,30-03-2023,Thursday,08:55,17:51
9887,199,02-04-2023,Sunday,08:28,16:32
9888,199,03-04-2023,Monday,08:52,16:07
9889,199,04-04-2023,Tuesday,09:54,15:48
9890,199,05-04-2023,Wednesday,09:07,16:02
9891,199,06-04-2023,Thursday,08:30,16:28
9892,199,09-04-2023,Sunday,09:39,17:07
9893,199,10-04-2023,Monday,07:27,15:56
9894,199,11-04-2023,Tuesday,07:25,16:29
9895,199,12-04-2023,Wednesday,08:15,15:18
9896,199,13-04-2023,Thursday,08:15,17:18
9897,199,16-04-2023,Sunday,08:34,15:46
9898,199,17-04-2023,Monday,08:52,15:30
9899,199,18-04-2023,Tuesday,09:47,15:00
9900,199,19-04-2023,Wednesday,09:38,16:44
9901,199,20-04-2023,Thursday,08:10,17:44
9902,199,23-04-2023,Sunday,08:16,17:28
9903,199,24-04-2023,Monday,09:42,16:25
9904,199,25-04-2023,Tuesday,07:56,16:33
9905,199,26-04-2023,Wednesday,09:34,17:24
9906,199,27-04-2023,Thursday,07:20,17:13
9907,119,01-03-2023,Wednesday,08:00,15:59
9908,119,02-03-2023,Thursday,09:57,15:11
9909,119,05-03-2023,Sunday,09:19,15:21
9910,119,06-03-2023,Monday,09:52,16:54
9911,119,07-03-2023,Tuesday,07:03,16:31
9912,119,08-03-2023,Wednesday,09:23,17:02
9913,119,09-03-2023,Thursday,07:19,16:04
9914,119,12-03-2023,Sunday,09:57,16:50
9915,119,13-03-2023,Monday,07:49,16:53
9916,119,14-03-2023,Tuesday,07:51,17:04
9917,119,15-03-2023,Wednesday,09:46,16:15
9918,119,16-03-2023,Thursday,08:29,15:56
9919,119,19-03-2023,Sunday,09:55,16:12
9920,119,20-03-2023,Monday,08:57,16:48
9921,119,21-03-2023,Tuesday,09:10,16:54
9922,119,22-03-2023,Wednesday,09:02,16:01
9923,119,23-03-2023,Thursday,09:45,15:46
9924,119,26-03-2023,Sunday,08:50,15:56
9925,119,27-03-2023,Monday,09:34,16:42
9926,119,28-03-2023,Tuesday,08:25,17:42
9927,119,29-03-2023,Wednesday,07:57,15:40
9928,119,30-03-2023,Thursday,07:27,16:14
9929,119,02-04-2023,Sunday,08:46,16:39
9930,119,03-04-2023,Monday,09:30,15:56
9931,119,04-04-2023,Tuesday,09:16,16:35
9932,119,05-04-2023,Wednesday,08:32,16:28
9933,119,06-04-2023,Thursday,08:17,16:31
9934,119,09-04-2023,Sunday,07:03,16:13
9935,119,10-04-2023,Monday,08:32,16:36
9936,119,11-04-2023,Tuesday,08:13,15:43
9937,119,12-04-2023,Wednesday,08:41,16:11
9938,119,13-04-2023,Thursday,08:19,17:34
9939,119,16-04-2023,Sunday,08:37,15:37
9940,119,17-04-2023,Monday,07:20,16:15
9941,119,18-04-2023,Tuesday,09:50,15:45
9942,119,19-04-2023,Wednesday,08:13,15:10
9943,119,20-04-2023,Thursday,09:29,17:43
9944,119,23-04-2023,Sunday,07:00,16:00
9945,119,24-04-2023,Monday,09:18,15:58
9946,119,25-04-2023,Tuesday,08:16,16:58
9947,119,26-04-2023,Wednesday,08:13,16:48
9948,119,27-04-2023,Thursday,08:54,16:31
9949,842,01-03-2023,Wednesday,08:24,15:01
9950,842,02-03-2023,Thursday,09:03,15:16
9951,842,05-03-2023,Sunday,08:29,17:09
9952,842,06-03-2023,Monday,07:06,15:35
9953,842,07-03-2023,Tuesday,09:00,17:52
9954,842,08-03-2023,Wednesday,08:59,16:01
9955,842,09-03-2023,Thursday,08:44,16:01
9956,842,12-03-2023,Sunday,07:48,17:28
9957,842,13-03-2023,Monday,09:54,17:07
9958,842,14-03-2023,Tuesday,09:19,17:19
9959,842,15-03-2023,Wednesday,07:51,15:12
9960,842,16-03-2023,Thursday,09:59,15:42
9961,842,19-03-2023,Sunday,07:32,17:00
9962,842,20-03-2023,Monday,08:48,16:15
9963,842,21-03-2023,Tuesday,08:56,17:29
9964,842,22-03-2023,Wednesday,08:05,15:15
9965,842,23-03-2023,Thursday,09:59,16:22
9966,842,26-03-2023,Sunday,08:23,16:23
9967,842,27-03-2023,Monday,07:37,16:02
9968,842,28-03-2023,Tuesday,07:17,17:11
9969,842,29-03-2023,Wednesday,08:16,16:54
9970,842,30-03-2023,Thursday,09:07,17:06
9971,842,02-04-2023,Sunday,08:03,16:59
9972,842,03-04-2023,Monday,08:42,16:03
9973,842,04-04-2023,Tuesday,09:38,16:03
9974,842,05-04-2023,Wednesday,07:21,15:46
9975,842,06-04-2023,Thursday,08:46,15:35
9976,842,09-04-2023,Sunday,07:58,16:20
9977,842,10-04-2023,Monday,08:41,17:27
9978,842,11-04-2023,Tuesday,08:50,17:00
9979,842,12-04-2023,Wednesday,09:52,15:17
9980,842,13-04-2023,Thursday,08:45,15:40
9981,842,16-04-2023,Sunday,09:03,15:29
9982,842,17-04-2023,Monday,07:21,16:34
9983,842,18-04-2023,Tuesday,09:02,15:05
9984,842,19-04-2023,Wednesday,09:35,16:45
9985,842,20-04-2023,Thursday,08:54,17:29
9986,842,23-04-2023,Sunday,09:39,17:20
9987,842,24-04-2023,Monday,07:43,15:03
9988,842,25-04-2023,Tuesday,08:05,16:15
9989,842,26-04-2023,Wednesday,08:58,16:53
9990,842,27-04-2023,Thursday,08:45,17:44
9991,287,01-03-2023,Wednesday,07:46,16:48
9992,287,02-03-2023,Thursday,09:52,15:56
9993,287,05-03-2023,Sunday,09:28,15:15
9994,287,06-03-2023,Monday,07:19,17:42
9995,287,07-03-2023,Tuesday,07:59,15:50
9996,287,08-03-2023,Wednesday,08:18,17:31
9997,287,09-03-2023,Thursday,08:40,16:58
9998,287,12-03-2023,Sunday,08:47,17:10
9999,287,13-03-2023,Monday,09:55,16:34
10000,287,14-03-2023,Tuesday,07:49,16:28
10001,287,15-03-2023,Wednesday,08:17,16:29
10002,287,16-03-2023,Thursday,09:48,17:50
10003,287,19-03-2023,Sunday,07:33,16:55
10004,287,20-03-2023,Monday,08:04,17:20
10005,287,21-03-2023,Tuesday,07:07,17:07
10006,287,22-03-2023,Wednesday,07:47,15:31
10007,287,23-03-2023,Thursday,08:21,16:10
10008,287,26-03-2023,Sunday,07:26,16:21
10009,287,27-03-2023,Monday,07:02,17:58
10010,287,28-03-2023,Tuesday,07:29,17:49
10011,287,29-03-2023,Wednesday,07:18,17:16
10012,287,30-03-2023,Thursday,09:13,15:32
10013,287,02-04-2023,Sunday,08:03,16:39
10014,287,03-04-2023,Monday,08:59,16:44
10015,287,04-04-2023,Tuesday,08:30,16:51
10016,287,05-04-2023,Wednesday,08:10,16:10
10017,287,06-04-2023,Thursday,08:09,15:42
10018,287,09-04-2023,Sunday,08:46,17:11
10019,287,10-04-2023,Monday,07:17,16:00
10020,287,11-04-2023,Tuesday,07:22,16:06
10021,287,12-04-2023,Wednesday,08:41,15:04
10022,287,13-04-2023,Thursday,07:15,16:02
10023,287,16-04-2023,Sunday,08:38,17:07
10024,287,17-04-2023,Monday,07:07,17:11
10025,287,18-04-2023,Tuesday,09:18,16:18
10026,287,19-04-2023,Wednesday,07:53,16:22
10027,287,20-04-2023,Thursday,07:23,16:17
10028,287,23-04-2023,Sunday,09:12,17:35
10029,287,24-04-2023,Monday,08:50,17:01
10030,287,25-04-2023,Tuesday,09:22,15:47
10031,287,26-04-2023,Wednesday,09:46,16:15
10032,287,27-04-2023,Thursday,09:56,15:47
10033,641,01-03-2023,Wednesday,08:49,17:21
10034,641,02-03-2023,Thursday,09:20,17:54
10035,641,05-03-2023,Sunday,09:14,17:27
10036,641,06-03-2023,Monday,07:16,15:59
10037,641,07-03-2023,Tuesday,09:13,17:06
10038,641,08-03-2023,Wednesday,08:23,16:33
10039,641,09-03-2023,Thursday,09:43,15:38
10040,641,12-03-2023,Sunday,07:04,17:36
10041,641,13-03-2023,Monday,07:53,17:34
10042,641,14-03-2023,Tuesday,08:47,17:58
10043,641,15-03-2023,Wednesday,08:56,15:02
10044,641,16-03-2023,Thursday,09:05,17:16
10045,641,19-03-2023,Sunday,08:22,16:09
10046,641,20-03-2023,Monday,08:52,17:04
10047,641,21-03-2023,Tuesday,08:48,16:00
10048,641,22-03-2023,Wednesday,07:42,17:17
10049,641,23-03-2023,Thursday,09:12,16:04
10050,641,26-03-2023,Sunday,07:50,15:19
10051,641,27-03-2023,Monday,08:23,16:13
10052,641,28-03-2023,Tuesday,08:34,15:02
10053,641,29-03-2023,Wednesday,08:01,16:29
10054,641,30-03-2023,Thursday,09:32,16:23
10055,641,02-04-2023,Sunday,07:57,15:35
10056,641,03-04-2023,Monday,08:07,16:37
10057,641,04-04-2023,Tuesday,07:10,15:18
10058,641,05-04-2023,Wednesday,08:15,16:47
10059,641,06-04-2023,Thursday,07:28,17:54
10060,641,09-04-2023,Sunday,09:58,16:32
10061,641,10-04-2023,Monday,08:52,15:18
10062,641,11-04-2023,Tuesday,07:57,17:41
10063,641,12-04-2023,Wednesday,09:36,16:49
10064,641,13-04-2023,Thursday,08:18,15:18
10065,641,16-04-2023,Sunday,07:21,17:36
10066,641,17-04-2023,Monday,09:50,15:42
10067,641,18-04-2023,Tuesday,09:48,16:03
10068,641,19-04-2023,Wednesday,09:08,17:36
10069,641,20-04-2023,Thursday,09:38,15:05
10070,641,23-04-2023,Sunday,09:47,16:59
10071,641,24-04-2023,Monday,07:45,16:53
10072,641,25-04-2023,Tuesday,07:11,17:40
10073,641,26-04-2023,Wednesday,08:05,15:01
10074,641,27-04-2023,Thursday,08:04,16:10
10075,367,01-03-2023,Wednesday,09:25,17:54
10076,367,02-03-2023,Thursday,09:27,16:08
10077,367,05-03-2023,Sunday,07:19,17:15
10078,367,06-03-2023,Monday,09:28,17:36
10079,367,07-03-2023,Tuesday,07:58,16:33
10080,367,08-03-2023,Wednesday,09:36,15:15
10081,367,09-03-2023,Thursday,08:52,15:06
10082,367,12-03-2023,Sunday,07:17,15:23
10083,367,13-03-2023,Monday,07:52,15:09
10084,367,14-03-2023,Tuesday,07:24,17:18
10085,367,15-03-2023,Wednesday,09:45,17:50
10086,367,16-03-2023,Thursday,08:38,15:35
10087,367,19-03-2023,Sunday,09:43,15:48
10088,367,20-03-2023,Monday,08:19,16:56
10089,367,21-03-2023,Tuesday,07:49,16:52
10090,367,22-03-2023,Wednesday,08:11,16:58
10091,367,23-03-2023,Thursday,08:32,17:16
10092,367,26-03-2023,Sunday,08:37,17:27
10093,367,27-03-2023,Monday,09:11,17:20
10094,367,28-03-2023,Tuesday,08:36,15:12
10095,367,29-03-2023,Wednesday,08:41,16:13
10096,367,30-03-2023,Thursday,08:06,15:04
10097,367,02-04-2023,Sunday,08:11,16:15
10098,367,03-04-2023,Monday,08:12,16:08
10099,367,04-04-2023,Tuesday,07:08,16:25
10100,367,05-04-2023,Wednesday,07:42,16:31
10101,367,06-04-2023,Thursday,08:23,17:25
10102,367,09-04-2023,Sunday,09:52,15:04
10103,367,10-04-2023,Monday,07:45,17:00
10104,367,11-04-2023,Tuesday,07:31,17:20
10105,367,12-04-2023,Wednesday,08:50,16:40
10106,367,13-04-2023,Thursday,08:16,15:23
10107,367,16-04-2023,Sunday,09:50,15:31
10108,367,17-04-2023,Monday,09:34,15:23
10109,367,18-04-2023,Tuesday,09:16,17:48
10110,367,19-04-2023,Wednesday,09:54,17:31
10111,367,20-04-2023,Thursday,07:36,16:17
10112,367,23-04-2023,Sunday,08:21,15:44
10113,367,24-04-2023,Monday,08:03,16:23
10114,367,25-04-2023,Tuesday,07:10,17:56
10115,367,26-04-2023,Wednesday,09:29,16:03
10116,367,27-04-2023,Thursday,08:42,16:06
10117,461,01-03-2023,Wednesday,07:47,16:09
10118,461,02-03-2023,Thursday,08:06,16:19
10119,461,05-03-2023,Sunday,07:26,15:30
10120,461,06-03-2023,Monday,07:56,15:13
10121,461,07-03-2023,Tuesday,07:48,17:42
10122,461,08-03-2023,Wednesday,08:44,17:08
10123,461,09-03-2023,Thursday,09:53,17:48
10124,461,12-03-2023,Sunday,07:07,17:53
10125,461,13-03-2023,Monday,08:17,15:43
10126,461,14-03-2023,Tuesday,07:38,16:54
10127,461,15-03-2023,Wednesday,09:45,17:20
10128,461,16-03-2023,Thursday,07:53,17:31
10129,461,19-03-2023,Sunday,07:56,17:32
10130,461,20-03-2023,Monday,09:24,16:35
10131,461,21-03-2023,Tuesday,08:10,16:01
10132,461,22-03-2023,Wednesday,08:06,15:53
10133,461,23-03-2023,Thursday,09:22,16:47
10134,461,26-03-2023,Sunday,09:54,15:19
10135,461,27-03-2023,Monday,08:29,17:09
10136,461,28-03-2023,Tuesday,07:02,16:21
10137,461,29-03-2023,Wednesday,07:59,16:03
10138,461,30-03-2023,Thursday,07:16,17:04
10139,461,02-04-2023,Sunday,09:07,17:25
10140,461,03-04-2023,Monday,08:52,16:35
10141,461,04-04-2023,Tuesday,08:45,17:44
10142,461,05-04-2023,Wednesday,08:27,17:30
10143,461,06-04-2023,Thursday,09:53,17:42
10144,461,09-04-2023,Sunday,07:08,16:59
10145,461,10-04-2023,Monday,09:30,15:56
10146,461,11-04-2023,Tuesday,09:50,15:33
10147,461,12-04-2023,Wednesday,09:53,17:55
10148,461,13-04-2023,Thursday,08:37,17:06
10149,461,16-04-2023,Sunday,09:43,17:49
10150,461,17-04-2023,Monday,09:52,16:30
10151,461,18-04-2023,Tuesday,07:08,16:48
10152,461,19-04-2023,Wednesday,07:21,17:36
10153,461,20-04-2023,Thursday,07:51,16:46
10154,461,23-04-2023,Sunday,09:20,15:08
